Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
15.03.2020;16.03.2020;116.165,50;41.138,50;125.214,25;493.226,00;175.572,50;4.515,25;173.303,00;118.464,00;49.711,25;86.427,25;29.508,50;32.865,25
16.03.2020;17.03.2020;115.637,50;39.889,75;52.955,50;165.240,25;176.785,25;4.729,25;192.285,25;232.684,25;142.630,75;173.771,00;27.828,75;37.527,00
17.03.2020;18.03.2020;115.326,00;41.177,50;121.630,75;171.928,50;116.978,75;4.513,50;190.869,25;253.879,25;141.246,00;179.744,00;32.509,75;37.898,50
18.03.2020;19.03.2020;115.131,75;41.207,50;81.891,50;299.829,50;163.366,75;4.346,75;190.520,50;243.245,50;127.859,00;114.642,75;44.677,25;37.687,00
19.03.2020;20.03.2020;115.008,00;42.196,00;10.097,25;55.979,25;145.195,75;4.301,00;191.895,75;298.603,50;123.525,25;186.168,25;25.770,25;32.544,25
20.03.2020;21.03.2020;115.547,75;44.012,25;62.254,75;180.927,00;105.591,00;4.700,25;171.581,25;294.115,75;66.155,75;139.163,00;25.923,00;37.926,75
21.03.2020;22.03.2020;113.170,50;44.223,25;135.170,25;541.766,25;90.827,75;4.286,75;152.914,00;107.813,75;37.924,75;75.524,50;34.065,00;35.830,00
22.03.2020;23.03.2020;115.958,50;38.254,00;116.600,50;470.313,00;211.172,75;4.148,00;133.625,25;105.495,75;40.560,75;68.471,00;30.877,50;35.631,25
23.03.2020;24.03.2020;115.699,00;38.998,25;123.387,50;369.630,00;227.669,50;4.627,75;156.819,25;148.080,00;50.657,25;97.550,75;41.891,75;38.337,00
24.03.2020;25.03.2020;115.319,75;40.016,50;101.702,25;329.342,00;225.094,75;5.116,50;159.020,25;212.533,25;56.225,50;103.856,00;38.439,25;36.206,25
25.03.2020;26.03.2020;115.099,75;38.700,50;57.281,50;377.219,25;224.391,50;4.991,00;157.928,50;240.133,00;53.587,25;112.770,50;25.893,50;36.224,75
26.03.2020;27.03.2020;115.082,75;39.049,50;42.870,50;414.127,75;188.850,00;4.785,50;157.056,25;215.824,00;61.106,00;109.000,50;32.119,00;35.962,25
27.03.2020;28.03.2020;116.216,50;39.223,75;64.929,25;339.609,25;207.742,25;4.382,00;154.361,25;226.234,00;50.204,50;102.921,00;34.645,50;30.954,25
28.03.2020;29.03.2020;116.276,00;38.532,50;105.652,75;277.934,75;210.558,50;4.366,75;151.096,75;141.961,75;31.915,75;85.631,00;35.559,50;36.049,25
29.03.2020;30.03.2020;110.190,50;34.199,00;112.340,50;519.910,50;79.375,25;4.187,75;143.584,75;112.335,00;30.601,50;59.582,75;29.241,50;33.486,50
30.03.2020;31.03.2020;116.023,25;35.970,00;90.397,50;220.114,25;164.731,00;5.183,25;159.649,00;202.336,50;51.004,75;150.101,50;39.740,25;37.280,00
31.03.2020;01.04.2020;116.190,75;39.246,75;28.240,25;114.436,25;179.103,25;5.091,50;161.205,75;249.100,75;62.402,25;171.682,25;35.335,25;35.533,50
01.04.2020;02.04.2020;116.514,25;38.844,00;95.440,50;203.074,50;212.147,75;4.826,75;158.995,75;236.264,00;48.043,25;155.047,00;42.836,00;29.987,00
02.04.2020;03.04.2020;115.572,00;40.070,50;135.685,50;331.706,75;191.796,00;4.939,00;154.302,25;202.700,75;51.559,50;119.590,25;30.790,50;29.188,50
03.04.2020;04.04.2020;116.110,75;37.886,25;107.640,00;349.394,50;137.598,00;4.739,00;157.186,00;195.223,25;42.100,25;111.913,50;39.704,75;34.202,50
04.04.2020;05.04.2020;116.963,50;36.976,50;56.354,00;98.876,75;211.402,00;4.338,50;156.894,25;166.645,75;31.083,50;119.329,25;39.394,50;37.285,25
05.04.2020;06.04.2020;115.955,50;33.460,25;104.762,25;391.553,00;239.153,25;3.795,50;132.792,25;97.409,00;25.033,00;73.924,75;32.599,75;27.655,00
06.04.2020;07.04.2020;115.717,50;33.520,50;99.896,50;306.791,50;235.177,50;4.045,50;160.786,25;134.608,25;26.188,75;98.165,25;42.015,50;35.969,50
07.04.2020;08.04.2020;113.941,25;33.625,75;22.801,75;142.207,25;224.427,75;4.118,50;180.453,25;207.123,25;35.549,75;133.378,50;37.291,00;38.210,50
08.04.2020;09.04.2020;111.579,50;33.975,50;21.680,50;137.270,00;226.345,75;4.066,75;180.631,75;209.996,25;38.273,25;142.919,00;39.068,75;37.598,00
09.04.2020;10.04.2020;113.596,75;36.062,25;31.760,00;130.953,25;211.219,75;4.068,00;179.272,00;209.399,75;41.852,25;146.021,25;31.203,50;37.679,00
10.04.2020;11.04.2020;114.424,75;36.718,00;6.967,25;93.098,50;224.636,25;4.126,25;185.808,75;119.080,75;46.837,50;102.029,50;38.603,75;35.039,25
11.04.2020;12.04.2020;114.589,00;36.828,25;22.573,25;63.071,00;235.132,50;4.063,75;183.564,25;110.277,75;53.942,50;82.488,25;34.522,00;35.132,75
12.04.2020;13.04.2020;114.117,75;34.595,75;44.736,00;126.994,50;211.054,50;3.864,50;153.091,00;102.254,00;49.777,50;63.695,75;29.824,50;35.070,50
13.04.2020;14.04.2020;111.782,00;32.620,00;117.525,75;433.179,25;164.060,75;3.707,50;129.515,25;84.194,75;35.250,25;52.692,50;32.789,50;32.262,00
14.04.2020;15.04.2020;112.558,50;37.521,75;90.404,75;259.912,00;186.880,25;4.315,25;155.263,50;109.642,75;32.168,00;105.777,25;38.295,75;35.772,50
15.04.2020;16.04.2020;112.453,25;37.535,00;92.802,50;237.333,00;231.427,50;4.359,50;158.352,75;112.095,50;34.461,50;109.590,50;41.956,00;35.401,25
16.04.2020;17.04.2020;110.576,75;36.487,75;28.448,75;138.979,50;230.060,00;4.116,25;150.850,25;137.820,00;53.252,50;145.773,00;33.719,75;36.759,25
17.04.2020;18.04.2020;110.974,50;37.605,50;18.773,25;72.816,00;230.368,00;4.030,25;152.695,50;147.830,00;54.746,25;164.600,50;40.920,00;34.704,25
18.04.2020;19.04.2020;110.799,50;37.858,75;57.400,50;165.204,75;194.707,00;4.125,75;155.413,00;114.648,00;56.427,50;86.001,75;33.402,00;35.079,75
19.04.2020;20.04.2020;110.568,00;37.237,00;80.295,75;336.825,25;211.858,00;3.743,75;146.745,50;100.884,75;55.356,75;60.379,00;24.746,75;34.809,25
20.04.2020;21.04.2020;110.179,75;37.923,00;87.199,25;548.531,00;252.987,00;3.890,75;147.092,00;86.969,50;46.912,00;68.883,75;49.496,50;34.387,25
21.04.2020;22.04.2020;110.131,50;37.233,00;104.474,75;629.322,25;254.121,25;3.735,25;147.062,00;82.873,00;42.601,50;58.574,00;43.989,00;33.466,00
22.04.2020;23.04.2020;112.933,00;41.388,50;109.869,00;457.729,25;262.248,00;3.818,75;152.892,50;94.382,25;42.225,00;65.456,25;47.747,25;34.640,75
23.04.2020;24.04.2020;113.882,25;41.129,25;23.798,00;132.994,50;256.264,75;3.823,75;156.550,00;122.551,50;56.392,00;160.121,00;42.043,25;35.241,50
24.04.2020;25.04.2020;112.991,50;42.355,75;73.133,00;256.803,75;219.716,50;3.765,00;155.369,50;125.604,50;43.104,00;109.690,50;28.946,50;35.351,25
25.04.2020;26.04.2020;114.589,75;40.369,00;38.656,00;171.711,75;212.148,00;4.085,25;154.250,50;109.876,00;36.792,00;87.831,00;35.949,00;35.375,75
26.04.2020;27.04.2020;114.887,00;38.482,75;9.132,25;35.727,75;235.882,75;4.027,50;156.801,75;123.171,00;45.274,50;105.542,75;31.659,75;34.702,75
27.04.2020;28.04.2020;113.084,25;40.936,25;25.171,00;65.208,75;224.659,00;3.904,25;156.457,75;190.895,00;46.230,25;173.029,50;35.152,00;35.285,50
28.04.2020;29.04.2020;110.422,75;42.756,75;9.987,00;117.639,25;148.091,25;3.608,50;157.012,25;227.741,00;54.540,00;182.918,75;32.159,25;35.284,25
29.04.2020;30.04.2020;111.149,25;45.137,75;24.565,25;176.244,75;116.192,25;4.095,25;156.334,50;216.748,75;51.613,25;172.166,75;34.348,25;36.527,00
30.04.2020;01.05.2020;113.617,50;42.388,50;90.118,75;346.442,75;125.450,50;3.910,00;153.952,00;134.676,25;44.382,25;105.711,00;35.882,00;35.828,50
01.05.2020;02.05.2020;113.446,25;44.061,25;50.212,00;351.358,00;149.669,00;3.792,50;147.513,50;103.663,25;39.365,75;64.069,25;32.533,75;34.173,75
02.05.2020;03.05.2020;112.928,00;43.367,00;29.239,75;316.809,00;144.742,50;4.175,25;154.237,00;102.881,00;40.797,25;60.907,25;29.798,00;34.425,00
03.05.2020;04.05.2020;113.428,50;43.964,50;18.032,25;125.782,50;177.449,50;4.479,25;154.931,50;115.111,00;41.569,00;77.812,00;36.200,50;35.449,00
04.05.2020;05.05.2020;112.966,25;43.666,50;42.257,50;129.454,25;140.002,50;4.398,75;155.976,75;208.059,25;42.952,50;161.804,75;25.746,75;37.887,00
05.05.2020;06.05.2020;113.458,75;43.741,50;40.920,25;197.258,75;200.483,50;4.439,75;157.554,75;189.684,25;43.346,50;157.095,25;34.230,50;37.604,00
06.05.2020;07.05.2020;113.910,50;45.814,75;36.351,75;199.118,25;263.723,00;4.270,75;155.043,25;178.939,75;42.161,75;150.585,50;26.253,00;37.352,25
07.05.2020;08.05.2020;114.279,75;46.100,50;28.177,00;110.921,25;253.924,25;4.363,50;155.079,00;186.126,50;37.954,00;182.590,75;33.125,50;37.760,25
08.05.2020;09.05.2020;114.029,50;44.820,25;23.131,00;43.648,00;253.177,75;4.152,75;145.781,75;202.739,25;39.180,25;175.285,00;32.119,25;38.286,25
09.05.2020;10.05.2020;113.560,25;43.964,25;2.730,50;66.596,75;203.288,75;4.034,75;123.668,75;125.875,75;55.650,25;145.121,00;30.927,25;39.906,75
10.05.2020;11.05.2020;113.170,75;46.642,25;71.908,00;176.650,25;163.643,00;3.872,50;121.415,25;106.727,50;55.969,25;69.274,50;23.430,00;32.623,50
11.05.2020;12.05.2020;112.946,00;47.718,25;125.162,50;511.634,75;82.934,50;4.338,50;122.053,50;102.357,25;53.738,00;86.096,00;42.609,00;37.688,00
12.05.2020;13.05.2020;114.530,00;51.024,00;79.484,00;214.835,00;213.633,75;4.476,25;125.236,00;141.815,25;61.353,00;155.627,25;24.880,75;38.542,50
13.05.2020;14.05.2020;115.239,00;51.357,75;60.992,50;111.652,25;148.064,75;4.472,25;125.410,00;205.425,00;70.634,75;204.234,25;27.236,75;38.841,00
14.05.2020;15.05.2020;115.215,25;51.931,75;34.965,00;172.679,75;173.379,00;4.502,25;125.213,50;189.684,75;63.315,25;189.130,00;30.969,75;38.860,25
15.05.2020;16.05.2020;115.084,75;51.667,25;81.827,50;212.474,00;186.342,00;4.427,75;124.361,75;155.932,75;61.733,75;147.562,75;33.344,00;38.673,00
16.05.2020;17.05.2020;114.866,00;50.904,50;74.663,00;216.262,25;241.074,00;4.449,75;123.416,00;110.649,00;55.032,75;89.743,75;34.838,75;38.127,50
17.05.2020;18.05.2020;114.079,25;46.544,25;96.145,00;220.641,50;252.964,25;4.067,50;120.387,50;96.510,75;59.174,50;68.085,00;28.428,00;36.568,25
18.05.2020;19.05.2020;112.436,25;45.103,25;82.948,25;203.570,25;242.700,50;4.048,25;122.293,50;133.728,25;72.097,50;124.026,00;40.904,00;37.567,50
19.05.2020;20.05.2020;112.353,50;48.385,25;44.127,75;148.957,50;227.033,00;3.921,50;123.405,75;162.552,00;58.140,75;173.983,25;37.022,00;36.044,50
20.05.2020;21.05.2020;112.495,75;51.131,50;1.246,25;41.571,75;178.787,50;3.790,50;125.797,50;213.478,50;51.378,75;209.175,25;40.322,25;37.009,50
21.05.2020;22.05.2020;113.944,25;46.692,50;11.825,75;49.385,50;266.886,50;3.481,25;122.698,50;111.112,25;37.173,75;129.776,75;36.482,25;37.010,25
22.05.2020;23.05.2020;112.941,50;45.229,00;100.166,75;216.192,25;155.351,75;3.409,00;122.517,25;96.847,50;40.603,75;116.302,25;39.073,00;35.851,00
23.05.2020;24.05.2020;112.867,50;45.637,25;112.963,50;323.416,25;111.947,00;3.395,00;119.765,75;87.862,00;49.526,25;66.769,50;26.320,75;30.273,50
24.05.2020;25.05.2020;113.692,50;40.993,50;96.288,00;417.102,00;179.550,75;3.441,00;127.459,25;87.457,50;52.469,00;46.202,25;28.785,75;25.056,75
25.05.2020;26.05.2020;113.854,50;48.466,50;69.366,75;340.389,00;154.952,50;3.473,25;153.156,00;127.962,50;56.262,75;137.233,25;39.352,25;31.154,50
26.05.2020;27.05.2020;114.284,50;46.886,50;1.421,75;42.573,50;227.521,75;3.514,00;158.560,00;197.133,00;63.885,50;215.982,75;43.325,25;34.236,75
27.05.2020;28.05.2020;114.006,50;45.595,25;32.700,00;96.727,25;255.970,50;3.510,00;155.279,00;147.377,25;52.560,75;197.680,00;37.667,50;34.136,75
28.05.2020;29.05.2020;114.111,00;43.565,00;28.430,25;228.696,00;242.295,00;3.480,50;155.477,00;126.494,00;42.684,50;184.602,50;42.321,00;37.220,25
29.05.2020;30.05.2020;115.086,50;44.285,75;14.103,50;128.342,50;245.470,25;3.552,75;150.944,75;133.105,00;39.952,75;182.129,75;26.287,00;34.830,00
30.05.2020;31.05.2020;114.062,25;40.497,00;20.645,00;228.748,00;222.116,00;3.554,25;151.752,25;84.492,50;47.811,75;74.384,75;34.700,25;31.757,75
31.05.2020;01.06.2020;113.444,00;35.260,00;54.945,25;250.595,25;237.458,00;3.548,75;158.630,25;79.848,50;55.332,00;57.899,25;29.863,25;30.566,50
01.06.2020;02.06.2020;112.894,25;33.888,50;58.178,00;200.548,25;290.429,50;3.613,75;180.513,25;89.923,50;43.711,75;66.590,75;30.001,00;32.150,25
02.06.2020;03.06.2020;112.269,25;38.231,75;15.051,50;95.699,25;276.707,75;3.590,50;187.226,75;151.050,75;55.433,00;171.349,50;34.698,00;25.071,50
03.06.2020;04.06.2020;111.392,00;43.222,75;76.489,75;91.833,75;233.552,25;3.554,75;187.238,00;184.304,00;42.669,25;198.456,50;39.386,00;25.240,25
04.06.2020;05.06.2020;112.219,75;46.381,25;88.780,25;142.410,25;102.425,50;3.566,25;188.828,50;184.353,00;55.475,25;201.141,25;35.876,50;26.852,00
05.06.2020;06.06.2020;114.113,50;47.593,75;65.787,25;371.701,00;142.098,50;3.603,75;187.127,00;115.299,00;35.378,25;162.612,25;28.320,50;24.632,00
06.06.2020;07.06.2020;111.593,50;43.578,25;121.058,75;400.492,00;163.691,75;3.582,75;178.513,25;85.032,50;31.148,00;63.792,75;29.380,75;24.092,25
07.06.2020;08.06.2020;106.785,25;43.385,75;45.851,25;222.241,25;132.175,00;3.631,25;186.704,75;102.913,00;34.377,25;85.329,25;24.330,00;24.760,25
08.06.2020;09.06.2020;106.784,00;49.152,25;15.840,75;39.711,25;181.639,00;3.598,00;189.077,00;217.996,00;37.871,50;205.375,00;27.732,75;19.396,75
09.06.2020;10.06.2020;105.715,25;50.808,00;2.127,00;84.594,25;129.344,25;3.596,00;189.050,50;274.682,00;70.132,75;236.951,00;27.404,25;24.370,75
10.06.2020;11.06.2020;105.324,25;51.393,75;18.458,50;111.620,50;115.419,75;3.605,75;188.337,25;263.839,75;52.127,50;240.468,50;31.521,00;25.398,25
11.06.2020;12.06.2020;104.441,75;53.116,00;111.289,25;117.255,75;126.934,75;3.614,75;186.671,25;169.300,50;29.316,75;188.215,00;19.050,50;24.638,00
12.06.2020;13.06.2020;104.040,00;52.208,00;102.767,25;172.146,00;249.787,00;3.563,50;177.509,00;129.158,25;28.685,50;149.072,25;22.933,00;25.262,25
13.06.2020;14.06.2020;102.939,50;49.727,00;98.266,25;198.505,75;222.197,00;3.509,00;151.281,75;94.857,75;33.443,25;111.046,25;21.174,50;26.793,50
14.06.2020;15.06.2020;103.430,25;52.828,25;74.528,75;204.162,25;88.178,25;3.603,00;153.815,00;105.625,00;29.642,25;114.932,25;28.645,00;25.415,25
15.06.2020;16.06.2020;101.459,50;53.526,25;33.880,00;114.773,25;137.577,50;3.623,00;155.808,00;277.236,25;54.794,50;207.197,75;28.070,00;29.540,00
16.06.2020;17.06.2020;98.504,50;52.112,00;4.785,25;22.823,25;163.682,75;3.608,75;156.494,75;312.014,25;73.713,50;222.825,50;27.868,25;29.992,50
17.06.2020;18.06.2020;100.806,75;54.930,75;19.958,25;61.419,00;188.835,00;3.602,25;155.825,75;313.158,25;77.534,25;241.607,00;18.785,00;28.336,50
18.06.2020;19.06.2020;107.198,25;57.936,75;30.226,25;115.001,75;171.937,75;3.593,75;155.052,75;295.747,25;70.917,25;238.617,75;22.358,50;29.548,00
19.06.2020;20.06.2020;107.431,50;57.889,50;9.299,25;129.075,50;153.270,75;3.625,50;137.173,50;271.673,25;44.964,00;230.784,25;23.149,25;28.612,75
20.06.2020;21.06.2020;106.717,75;55.562,00;17.144,75;233.231,00;170.334,75;3.615,50;125.201,25;140.146,00;34.576,00;144.632,75;25.888,00;27.148,25
21.06.2020;22.06.2020;106.516,00;53.459,25;27.669,00;89.037,75;226.353,50;3.594,75;122.569,25;134.379,25;30.983,25;105.675,00;24.215,75;27.205,00
22.06.2020;23.06.2020;106.123,75;55.988,00;13.047,50;133.069,25;226.097,50;3.580,00;126.942,75;227.300,00;52.338,00;189.429,50;28.178,00;21.651,25
23.06.2020;24.06.2020;106.493,75;55.570,50;9.741,50;71.603,00;279.510,25;3.563,75;127.095,25;272.810,50;49.895,50;209.825,75;23.836,50;21.096,00
24.06.2020;25.06.2020;107.346,75;54.182,75;16.290,25;118.788,50;269.499,75;3.565,25;126.105,00;276.059,75;71.055,00;222.367,25;21.391,50;25.941,50
25.06.2020;26.06.2020;107.447,25;53.881,25;57.377,75;186.190,25;232.674,25;3.585,50;126.345,50;272.868,50;67.591,50;224.623,00;24.584,25;27.383,25
26.06.2020;27.06.2020;107.959,75;52.385,00;43.238,25;139.286,75;250.515,50;3.545,25;126.224,75;271.620,00;63.626,75;212.389,00;27.752,75;28.815,75
27.06.2020;28.06.2020;107.054,25;53.766,00;18.671,75;145.895,25;227.564,25;3.474,50;125.971,50;182.361,00;39.510,25;165.830,50;22.881,75;28.233,25
28.06.2020;29.06.2020;107.073,50;52.825,75;73.427,25;232.821,00;165.156,00;3.446,75;121.413,50;140.542,00;37.285,25;100.238,00;29.648,25;21.185,50
29.06.2020;30.06.2020;107.651,50;53.496,75;90.939,25;240.714,00;191.914,75;3.443,50;121.117,25;182.191,50;40.745,50;180.240,25;24.572,00;21.160,00
30.06.2020;01.07.2020;106.605,75;55.245,50;81.381,25;460.133,75;209.323,00;3.420,50;117.938,25;144.399,75;52.481,50;141.095,00;36.780,50;26.607,50
01.07.2020;02.07.2020;107.338,50;58.218,75;45.249,75;278.487,25;204.012,00;3.478,25;126.650,00;225.167,50;48.553,50;197.462,25;26.544,25;23.297,50
02.07.2020;03.07.2020;106.601,00;58.543,25;17.269,25;161.651,00;178.922,00;3.789,50;127.219,50;244.313,75;58.885,75;218.334,50;35.916,50;23.967,25
03.07.2020;04.07.2020;108.284,00;55.811,00;49.866,25;189.161,25;204.647,75;3.511,50;127.394,50;219.795,50;35.447,25;209.753,25;35.788,75;24.939,00
04.07.2020;05.07.2020;106.922,25;54.093,50;129.228,50;469.389,50;209.035,25;3.498,50;112.749,00;94.174,75;23.040,25;69.439,25;36.546,50;26.224,50
05.07.2020;06.07.2020;106.505,00;48.253,75;97.994,25;543.942,50;168.853,50;3.467,25;99.024,75;95.346,50;23.671,00;48.857,25;36.949,75;26.087,75
06.07.2020;07.07.2020;106.706,75;54.683,00;123.497,25;551.732,00;205.721,50;3.490,50;117.895,00;120.042,75;46.540,00;90.815,75;29.031,50;27.388,00
07.07.2020;08.07.2020;107.693,75;54.689,50;93.052,50;219.130,50;222.850,50;3.537,50;127.656,25;188.245,50;43.518,75;198.990,00;34.146,00;27.432,00
08.07.2020;09.07.2020;108.426,75;54.399,25;32.252,25;102.467,25;146.685,00;3.546,75;128.079,00;256.099,50;79.833,25;223.349,75;36.566,50;27.686,50
09.07.2020;10.07.2020;107.429,75;55.235,25;9.649,00;154.998,25;167.000,00;3.518,00;127.326,25;261.796,25;87.703,50;218.399,25;24.888,00;27.852,75
10.07.2020;11.07.2020;106.826,75;51.291,50;54.343,00;297.038,25;170.571,00;3.501,75;117.099,25;227.168,00;58.140,75;213.147,50;31.571,75;30.915,50
11.07.2020;12.07.2020;106.312,75;51.349,25;59.147,75;137.025,00;193.818,00;3.601,00;103.088,00;166.990,75;43.255,25;192.764,75;23.469,25;35.006,00
12.07.2020;13.07.2020;107.022,75;50.388,00;35.087,25;91.056,25;242.625,00;3.574,50;115.316,00;135.494,50;46.350,00;164.528,75;30.264,50;34.686,50
13.07.2020;14.07.2020;106.780,75;48.888,50;22.020,00;45.685,50;270.671,00;3.532,25;118.596,00;226.480,00;56.732,75;213.813,50;28.685,50;32.408,75
14.07.2020;15.07.2020;109.440,50;48.820,00;27.792,00;83.038,00;213.881,00;3.582,25;117.096,00;255.151,00;69.623,50;224.874,25;25.218,75;32.886,25
15.07.2020;16.07.2020;109.949,25;50.334,50;5.411,75;50.957,00;127.029,50;3.577,75;121.412,75;267.257,00;105.591,25;229.727,25;35.036,25;32.465,00
16.07.2020;17.07.2020;110.107,00;52.467,75;4.289,25;48.588,75;107.954,50;3.609,00;136.935,75;271.944,25;128.650,50;206.959,75;35.508,25;31.424,25
17.07.2020;18.07.2020;110.569,00;53.174,25;5.770,00;43.287,00;180.142,50;3.604,75;156.240,00;275.753,00;79.164,75;214.452,50;30.836,75;27.081,75
18.07.2020;19.07.2020;108.924,75;51.840,50;18.353,25;14.220,50;216.210,25;3.603,50;146.166,75;200.987,75;47.972,00;188.429,75;20.738,50;33.233,00
19.07.2020;20.07.2020;107.038,75;48.917,75;15.856,75;53.352,00;226.894,75;3.563,25;153.452,75;165.859,75;38.910,25;174.834,00;27.459,50;33.949,00
20.07.2020;21.07.2020;107.066,25;49.009,25;27.165,25;125.775,25;215.316,50;3.945,00;154.424,75;242.463,25;40.593,75;204.722,00;26.987,50;35.644,25
21.07.2020;22.07.2020;107.914,25;48.259,00;36.094,75;118.859,50;237.877,75;4.136,75;154.751,75;238.519,25;40.742,25;223.400,00;27.673,25;36.213,25
22.07.2020;23.07.2020;108.432,25;48.899,00;19.060,25;70.862,00;242.068,50;4.177,25;156.148,00;255.100,00;42.657,75;227.098,25;27.419,25;37.737,00
23.07.2020;24.07.2020;108.824,25;49.081,50;49.884,25;42.983,50;238.937,00;3.805,75;155.349,50;256.522,00;48.917,50;223.938,00;32.681,75;36.552,00
24.07.2020;25.07.2020;108.646,00;48.768,00;42.019,00;209.711,25;183.021,00;3.564,75;155.439,25;225.801,25;30.605,25;215.864,50;28.504,50;29.438,75
25.07.2020;26.07.2020;107.580,50;47.117,00;52.658,75;95.776,25;185.564,25;3.547,25;155.085,25;165.660,25;27.340,25;183.646,50;26.220,75;39.580,50
26.07.2020;27.07.2020;107.067,25;41.213,75;81.561,25;251.026,75;165.993,50;3.564,00;152.769,50;136.511,75;25.710,25;131.922,25;32.108,50;38.838,50
27.07.2020;28.07.2020;107.669,50;44.621,00;73.488,50;125.625,50;200.066,75;3.549,00;154.602,75;195.136,75;39.459,00;214.105,25;23.838,50;36.572,00
28.07.2020;29.07.2020;106.643,75;43.809,00;130.249,75;412.293,25;198.203,50;3.594,25;149.050,50;128.004,00;44.245,25;167.884,75;37.538,50;28.862,50
29.07.2020;30.07.2020;106.208,75;45.029,25;128.824,75;289.538,25;238.254,00;3.542,50;152.749,50;156.190,50;52.926,25;162.840,50;39.399,75;34.851,25
30.07.2020;31.07.2020;107.802,75;45.159,50;52.151,00;99.398,75;259.559,25;3.528,00;155.255,50;219.729,50;32.872,00;225.715,50;32.947,75;36.341,25
31.07.2020;01.08.2020;105.417,50;45.136,50;26.232,75;62.104,25;261.942,75;3.472,25;154.916,00;249.222,75;31.971,00;208.238,50;33.103,25;36.142,75
01.08.2020;02.08.2020;105.805,50;43.021,75;73.061,75;154.850,50;213.472,25;3.414,50;153.856,25;208.372,50;31.216,50;170.646,00;31.927,50;36.697,00
02.08.2020;03.08.2020;106.086,00;43.246,25;32.436,75;98.446,00;117.013,00;3.508,25;144.780,25;213.527,75;31.892,50;180.095,50;28.068,75;33.665,75
03.08.2020;04.08.2020;107.898,25;49.629,50;9.682,75;74.237,00;138.633,25;3.496,25;143.040,50;277.045,25;47.582,25;232.082,25;25.154,00;36.650,50
04.08.2020;05.08.2020;108.110,25;43.904,50;19.372,50;64.761,50;154.656,00;3.487,25;150.286,50;281.337,50;47.697,00;236.904,25;30.832,50;36.372,50
05.08.2020;06.08.2020;107.033,75;45.148,25;93.755,75;131.734,50;251.492,50;3.470,50;176.955,75;220.275,00;44.494,00;206.957,00;39.967,25;35.446,75
06.08.2020;07.08.2020;107.156,75;50.246,25;26.680,75;95.774,50;260.254,50;3.450,75;186.844,50;255.828,00;43.904,25;215.189,00;35.250,50;32.834,75
07.08.2020;08.08.2020;106.065,00;52.431,00;12.639,00;64.729,75;250.790,50;3.425,75;186.986,75;253.859,50;45.548,50;214.279,25;39.122,00;31.990,75
08.08.2020;09.08.2020;104.807,75;50.509,00;7.943,50;50.614,25;241.363,50;3.420,00;185.855,50;239.912,50;43.007,50;181.356,75;31.428,00;32.184,50
09.08.2020;10.08.2020;104.604,25;47.442,25;35.336,50;94.653,50;214.060,75;3.409,25;185.023,50;214.335,00;42.785,50;141.632,00;31.503,50;32.479,75
