Datum von;Datum bis;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen
07.04.2021;08.04.2021;826.298,00;116.357,25;591.066,00;118.874,75
08.04.2021;09.04.2021;717.938,50;112.238,00;470.536,25;135.164,25
09.04.2021;10.04.2021;668.817,50;71.854,50;421.895,50;175.067,50
10.04.2021;11.04.2021;279.126,00;18.639,50;144.727,25;115.759,25
11.04.2021;12.04.2021;553.607,75;93.088,75;311.047,75;149.471,25
12.04.2021;13.04.2021;407.734,50;69.422,00;221.669,75;116.642,75
13.04.2021;14.04.2021;564.070,75;99.832,25;274.850,00;189.388,50
14.04.2021;15.04.2021;365.279,25;26.055,00;141.286,00;197.938,25
15.04.2021;16.04.2021;376.366,25;20.194,50;171.462,75;184.709,00
16.04.2021;17.04.2021;371.371,50;36.218,25;187.229,25;147.924,00
17.04.2021;18.04.2021;316.212,00;43.565,00;131.301,50;141.345,50
18.04.2021;19.04.2021;208.904,75;16.220,25;80.153,75;112.530,75
19.04.2021;20.04.2021;229.954,00;22.577,00;65.187,75;142.189,25
20.04.2021;21.04.2021;268.462,75;9.737,50;47.183,00;211.542,25
21.04.2021;22.04.2021;548.767,50;87.218,00;230.233,75;231.315,75
22.04.2021;23.04.2021;758.018,00;106.181,00;443.086,25;208.750,75
23.04.2021;24.04.2021;546.211,00;48.122,75;247.077,75;251.010,50
24.04.2021;25.04.2021;446.212,00;42.943,25;152.153,75;251.115,00
25.04.2021;26.04.2021;439.592,25;37.442,00;153.246,75;248.903,50
26.04.2021;27.04.2021;390.921,50;6.171,25;113.415,75;271.334,50
27.04.2021;28.04.2021;543.028,50;41.451,00;215.795,00;285.782,50
28.04.2021;29.04.2021;485.555,00;41.531,00;190.436,75;253.587,25
29.04.2021;30.04.2021;517.013,00;76.018,00;297.440,25;143.554,75
30.04.2021;01.05.2021;269.927,75;14.819,50;115.000,50;140.107,75
01.05.2021;02.05.2021;221.903,25;21.230,50;62.298,50;138.374,25
02.05.2021;03.05.2021;443.083,00;66.623,25;241.173,50;135.286,25
03.05.2021;04.05.2021;539.833,25;37.043,50;292.514,75;210.275,00
04.05.2021;05.05.2021;1.081.665,75;106.834,50;846.392,50;128.438,75
05.05.2021;06.05.2021;1.040.734,75;96.303,25;775.162,50;169.269,00
06.05.2021;07.05.2021;531.855,00;44.160,50;330.944,75;156.749,75
07.05.2021;08.05.2021;494.054,50;44.575,00;272.829,75;176.649,75
08.05.2021;09.05.2021;521.911,75;52.615,75;237.378,75;231.917,25
09.05.2021;10.05.2021;774.997,25;73.632,25;421.862,50;279.502,50
10.05.2021;11.05.2021;583.633,25;63.103,75;302.487,50;218.042,00
11.05.2021;12.05.2021;284.818,25;22.871,00;125.438,75;136.508,50
12.05.2021;13.05.2021;265.101,50;14.960,75;153.764,00;96.376,75
13.05.2021;14.05.2021;246.036,25;7.949,25;116.617,75;121.469,25
14.05.2021;15.05.2021;322.281,50;16.111,00;125.435,25;180.735,25
15.05.2021;16.05.2021;342.950,00;14.716,50;155.982,75;172.250,75
16.05.2021;17.05.2021;376.089,75;7.866,25;183.384,25;184.839,25
17.05.2021;18.05.2021;376.549,50;2.937,50;196.690,00;176.922,00
18.05.2021;19.05.2021;340.468,50;6.912,25;165.637,00;167.919,25
19.05.2021;20.05.2021;296.705,25;7.908,50;90.570,50;198.226,25
20.05.2021;21.05.2021;365.493,75;23.176,75;126.057,75;216.259,25
21.05.2021;22.05.2021;807.078,00;112.986,50;510.748,75;183.342,75
22.05.2021;23.05.2021;902.496,25;95.282,75;616.109,00;191.104,50
23.05.2021;24.05.2021;613.386,75;81.775,25;329.687,50;201.924,00
24.05.2021;25.05.2021;610.734,75;74.268,75;331.698,75;204.767,25
25.05.2021;26.05.2021;659.863,25;29.188,25;454.407,00;176.268,00
26.05.2021;27.05.2021;650.229,50;86.800,25;431.764,50;131.664,75
27.05.2021;28.05.2021;604.298,00;74.119,00;380.106,00;150.073,00
28.05.2021;29.05.2021;363.309,50;21.528,25;126.687,00;215.094,25
29.05.2021;30.05.2021;377.087,50;17.554,75;109.516,50;250.016,25
30.05.2021;31.05.2021;416.925,25;5.399,75;117.514,25;294.011,25
31.05.2021;01.06.2021;396.038,00;8.525,25;80.234,25;307.278,50
01.06.2021;02.06.2021;423.274,25;19.441,50;107.543,25;296.289,50
02.06.2021;03.06.2021;544.611,50;79.892,25;174.388,50;290.330,75
03.06.2021;04.06.2021;502.372,00;48.491,50;203.050,75;250.829,75
04.06.2021;05.06.2021;289.686,25;16.435,00;72.971,50;200.279,75
05.06.2021;06.06.2021;312.845,50;22.905,75;100.619,00;189.320,75
06.06.2021;07.06.2021;249.830,00;38.493,00;89.547,50;121.789,50
07.06.2021;08.06.2021;260.845,50;11.169,75;66.553,50;183.122,25
08.06.2021;09.06.2021;286.893,75;3.541,75;58.925,25;224.426,75
09.06.2021;10.06.2021;286.477,75;3.321,50;29.902,75;253.253,50
10.06.2021;11.06.2021;298.424,25;8.913,25;29.835,50;259.675,50
11.06.2021;12.06.2021;370.710,25;41.011,50;58.710,00;270.988,75
12.06.2021;13.06.2021;651.772,50;81.070,00;353.658,00;217.044,50
13.06.2021;14.06.2021;593.084,25;57.940,75;249.653,00;285.490,50
14.06.2021;15.06.2021;464.028,75;56.327,25;84.913,75;322.787,75
15.06.2021;16.06.2021;346.371,50;9.183,25;55.065,25;282.123,00
16.06.2021;17.06.2021;405.739,25;19.870,25;87.746,00;298.123,00
17.06.2021;18.06.2021;540.586,75;40.144,50;192.601,75;307.840,50
18.06.2021;19.06.2021;451.392,50;48.481,75;111.290,75;291.620,00
19.06.2021;20.06.2021;452.232,50;48.834,50;129.204,50;274.193,50
20.06.2021;21.06.2021;530.069,75;61.954,50;236.609,75;231.505,50
21.06.2021;22.06.2021;491.195,75;60.656,75;202.944,00;227.595,00
22.06.2021;23.06.2021;379.293,25;56.002,00;138.270,25;185.021,00
23.06.2021;24.06.2021;250.484,50;18.803,00;49.860,75;181.820,75
24.06.2021;25.06.2021;207.123,25;3.685,00;46.112,00;157.326,25
25.06.2021;26.06.2021;230.957,50;8.924,25;32.023,50;190.009,75
26.06.2021;27.06.2021;281.202,75;2.746,75;21.023,00;257.433,00
27.06.2021;28.06.2021;354.989,50;6.549,25;66.912,25;281.528,00
28.06.2021;29.06.2021;365.483,00;31.400,50;70.835,75;263.246,75
29.06.2021;30.06.2021;341.747,75;80.011,50;90.916,00;170.820,25
30.06.2021;01.07.2021;350.930,00;41.822,75;178.387,00;130.720,25
01.07.2021;02.07.2021;404.611,25;40.871,75;263.729,25;100.010,25
02.07.2021;03.07.2021;329.813,50;14.455,50;115.174,25;200.183,75
03.07.2021;04.07.2021;326.900,75;5.679,75;43.777,00;277.444,00
04.07.2021;05.07.2021;249.111,00;6.525,25;44.158,75;198.427,00
05.07.2021;06.07.2021;289.882,75;19.221,50;113.729,00;156.932,25
06.07.2021;07.07.2021;613.519,50;91.075,50;307.707,25;214.736,75
07.07.2021;08.07.2021;347.245,75;66.271,75;106.650,50;174.323,50
08.07.2021;09.07.2021;219.478,00;13.863,00;54.124,50;151.490,50
09.07.2021;10.07.2021;287.040,75;11.866,75;151.682,00;123.492,00
10.07.2021;11.07.2021;373.537,25;17.818,25;112.540,50;243.178,50
11.07.2021;12.07.2021;284.580,25;15.239,75;77.390,75;191.949,75
12.07.2021;13.07.2021;363.770,75;36.174,75;81.938,75;245.657,25
13.07.2021;14.07.2021;286.939,25;15.903,50;98.579,75;172.456,00
14.07.2021;15.07.2021;351.903,25;47.426,75;177.127,25;127.349,25
15.07.2021;16.07.2021;360.918,00;106.894,00;80.101,50;173.922,50
16.07.2021;17.07.2021;397.397,50;84.272,75;105.382,75;207.742,00
17.07.2021;18.07.2021;497.366,75;53.114,00;261.294,25;182.958,50
18.07.2021;19.07.2021;546.367,00;48.144,50;230.040,75;268.181,75
19.07.2021;20.07.2021;409.257,50;34.578,75;140.419,25;234.259,50
20.07.2021;21.07.2021;341.258,25;30.411,25;77.828,25;233.018,75
21.07.2021;22.07.2021;328.753,50;20.055,75;63.319,00;245.378,75
22.07.2021;23.07.2021;295.497,50;13.340,25;38.443,50;243.713,75
23.07.2021;24.07.2021;294.145,50;8.225,25;27.058,00;258.862,25
24.07.2021;25.07.2021;386.554,50;27.937,50;143.820,25;214.796,75
25.07.2021;26.07.2021;373.335,50;58.103,00;115.776,75;199.455,75
26.07.2021;27.07.2021;279.173,00;6.799,75;70.879,50;201.493,75
27.07.2021;28.07.2021;352.982,75;15.298,50;127.722,75;209.961,50
28.07.2021;29.07.2021;486.742,75;72.450,00;244.390,50;169.902,25
29.07.2021;30.07.2021;861.148,50;133.388,25;495.429,50;232.330,75
30.07.2021;31.07.2021;593.246,00;77.265,25;265.254,75;250.726,00
31.07.2021;01.08.2021;744.417,50;63.742,50;473.699,50;206.975,50
01.08.2021;02.08.2021;326.810,75;48.648,50;136.167,50;141.994,75
02.08.2021;03.08.2021;460.089,00;62.450,75;196.854,00;200.784,25
03.08.2021;04.08.2021;224.956,00;6.109,75;46.038,00;172.808,25
04.08.2021;05.08.2021;210.855,25;1.880,25;37.450,00;171.525,00
05.08.2021;06.08.2021;260.527,25;19.803,50;64.510,25;176.213,50
06.08.2021;07.08.2021;457.398,50;76.081,25;209.769,75;171.547,50
07.08.2021;08.08.2021;392.791,75;50.237,75;168.121,50;174.432,50
08.08.2021;09.08.2021;673.877,50;73.839,75;414.937,25;185.100,50
09.08.2021;10.08.2021;557.907,50;82.150,50;267.363,00;208.394,00
10.08.2021;11.08.2021;371.375,50;27.532,75;149.051,50;194.791,25
11.08.2021;12.08.2021;295.507,50;11.770,25;50.649,25;233.088,00
12.08.2021;13.08.2021;309.947,00;18.454,00;37.989,25;253.503,75
13.08.2021;14.08.2021;420.503,25;64.324,50;127.470,50;228.708,25
14.08.2021;15.08.2021;542.303,00;102.027,50;186.147,25;254.128,25
15.08.2021;16.08.2021;391.269,75;53.020,25;107.516,50;230.733,00
16.08.2021;17.08.2021;695.036,25;90.509,50;466.161,50;138.365,25
17.08.2021;18.08.2021;858.538,75;118.986,00;585.757,75;153.795,00
18.08.2021;19.08.2021;677.118,00;126.253,25;427.946,75;122.918,00
19.08.2021;20.08.2021;451.982,50;63.622,50;265.719,00;122.641,00
20.08.2021;21.08.2021;257.065,75;9.308,00;75.979,25;171.778,50
21.08.2021;22.08.2021;249.959,00;6.215,00;26.892,25;216.851,75
22.08.2021;23.08.2021;337.207,75;46.070,00;186.342,00;104.795,75
23.08.2021;24.08.2021;420.824,75;34.964,75;246.981,25;138.878,75
24.08.2021;25.08.2021;371.482,00;8.676,25;171.783,00;191.022,75
25.08.2021;26.08.2021;566.347,00;93.857,75;247.401,00;225.088,25
26.08.2021;27.08.2021;518.467,00;97.704,00;290.458,75;130.304,25
27.08.2021;28.08.2021;498.450,00;124.669,50;238.944,25;134.836,25
28.08.2021;29.08.2021;393.044,00;118.461,00;153.939,00;120.644,00
29.08.2021;30.08.2021;333.537,25;94.431,50;170.456,00;68.649,75
30.08.2021;31.08.2021;391.397,75;45.569,75;241.931,75;103.896,25
31.08.2021;01.09.2021;390.297,00;46.869,25;185.903,75;157.524,00
01.09.2021;02.09.2021;311.739,25;17.252,25;89.292,50;205.194,50
02.09.2021;03.09.2021;295.545,00;7.010,00;60.594,75;227.940,25
03.09.2021;04.09.2021;385.616,00;28.421,00;106.262,75;250.932,25
04.09.2021;05.09.2021;293.984,75;18.586,00;49.686,00;225.712,75
05.09.2021;06.09.2021;344.125,75;26.443,00;87.845,00;229.837,75
06.09.2021;07.09.2021;261.876,75;2.477,75;30.760,00;228.639,00
07.09.2021;08.09.2021;224.871,25;4.764,00;22.520,50;197.586,75
08.09.2021;09.09.2021;344.594,50;13.987,75;88.689,75;241.917,00
09.09.2021;10.09.2021;345.882,50;20.017,00;118.603,25;207.262,25
10.09.2021;11.09.2021;262.514,50;10.033,50;91.587,75;160.893,25
11.09.2021;12.09.2021;289.249,00;42.617,50;123.098,00;123.533,50
12.09.2021;13.09.2021;345.308,25;64.954,50;121.357,25;158.996,50
13.09.2021;14.09.2021;265.776,75;29.357,00;59.294,25;177.125,50
14.09.2021;15.09.2021;291.763,75;13.802,75;75.271,00;202.690,00
15.09.2021;16.09.2021;266.021,25;43.087,50;156.101,75;66.832,00
16.09.2021;17.09.2021;450.401,25;107.705,00;249.867,25;92.829,00
17.09.2021;18.09.2021;298.083,50;19.499,50;153.427,50;125.156,50
18.09.2021;19.09.2021;256.533,50;24.793,25;87.624,75;144.115,50
19.09.2021;20.09.2021;352.871,75;76.621,75;135.517,75;140.732,25
20.09.2021;21.09.2021;182.213,00;17.728,00;53.124,50;111.360,50
21.09.2021;22.09.2021;279.394,25;52.195,00;105.955,25;121.244,00
22.09.2021;23.09.2021;346.818,00;62.030,25;143.559,50;141.228,25
23.09.2021;24.09.2021;854.022,00;117.700,25;554.295,50;182.026,25
24.09.2021;25.09.2021;635.119,50;116.612,25;394.678,50;123.828,75
25.09.2021;26.09.2021;330.975,00;30.348,75;140.281,00;160.345,25
26.09.2021;27.09.2021;273.314,75;28.632,00;97.474,25;147.208,50
27.09.2021;28.09.2021;366.868,50;81.399,50;169.745,50;115.723,50
28.09.2021;29.09.2021;252.894,75;39.964,50;88.312,25;124.618,00
29.09.2021;30.09.2021;527.684,75;99.588,25;341.989,25;86.107,25
30.09.2021;01.10.2021;782.009,75;139.598,00;482.757,50;159.654,25
01.10.2021;02.10.2021;739.067,75;137.966,75;421.024,75;180.076,25
02.10.2021;03.10.2021;524.884,75;66.868,25;321.711,25;136.305,25
03.10.2021;04.10.2021;807.699,50;102.206,25;611.119,25;94.374,00
04.10.2021;05.10.2021;391.020,25;124.088,75;204.972,00;61.959,50
05.10.2021;06.10.2021;415.942,50;124.453,75;227.517,00;63.971,75
06.10.2021;07.10.2021;446.654,00;49.786,50;310.621,50;86.246,00
07.10.2021;08.10.2021;158.283,75;5.154,50;28.611,00;124.518,25
08.10.2021;09.10.2021;259.064,25;8.656,25;126.048,00;124.360,00
09.10.2021;10.10.2021;418.731,75;23.448,50;203.206,75;192.076,50
10.10.2021;11.10.2021;309.351,50;23.680,00;97.563,75;188.107,75
11.10.2021;12.10.2021;471.942,75;119.774,75;231.573,25;120.594,75
12.10.2021;13.10.2021;453.604,75;110.942,25;277.807,00;64.855,50
13.10.2021;14.10.2021;330.788,25;73.748,75;153.180,50;103.859,00
14.10.2021;15.10.2021;487.477,00;117.659,50;319.241,75;50.575,75
15.10.2021;16.10.2021;670.593,00;126.871,25;441.854,75;101.867,00
16.10.2021;17.10.2021;313.382,00;73.228,25;126.590,75;113.563,00
17.10.2021;18.10.2021;303.447,75;64.330,25;143.921,00;95.196,50
18.10.2021;19.10.2021;341.303,25;66.977,25;162.228,75;112.097,25
19.10.2021;20.10.2021;531.216,00;109.922,00;383.586,75;37.707,25
20.10.2021;21.10.2021;986.290,75;137.694,75;756.561,50;92.034,50
21.10.2021;22.10.2021;1.036.119,75;125.556,75;836.167,25;74.395,75
22.10.2021;23.10.2021;970.564,00;125.102,50;751.036,25;94.425,25
23.10.2021;24.10.2021;471.570,75;78.927,75;290.311,25;102.331,75
24.10.2021;25.10.2021;507.487,50;110.623,50;239.762,25;157.101,75
25.10.2021;26.10.2021;469.866,00;97.119,75;262.162,75;110.583,50
26.10.2021;27.10.2021;470.956,00;96.082,50;309.072,75;65.800,75
27.10.2021;28.10.2021;600.877,00;125.759,75;390.113,75;85.003,50
28.10.2021;29.10.2021;502.164,00;123.688,25;251.963,00;126.512,75
29.10.2021;30.10.2021;625.564,00;121.743,00;375.287,75;128.533,25
30.10.2021;31.10.2021;597.573,75;106.440,75;409.061,00;82.072,00
31.10.2021;01.11.2021;633.197,00;97.112,00;433.583,50;102.501,50
01.11.2021;02.11.2021;538.731,25;116.997,00;382.517,75;39.216,50
02.11.2021;03.11.2021;216.187,00;36.885,25;118.620,50;60.681,25
03.11.2021;04.11.2021;129.942,00;10.371,75;68.026,50;51.543,75
04.11.2021;05.11.2021;327.119,50;31.727,75;276.898,50;18.493,25
05.11.2021;06.11.2021;452.481,50;98.012,50;309.901,75;44.567,25
06.11.2021;07.11.2021;667.024,25;122.375,25;481.664,00;62.985,00
07.11.2021;08.11.2021;846.556,75;129.303,25;670.569,75;46.683,75
08.11.2021;09.11.2021;358.458,75;65.970,75;244.043,00;48.445,00
09.11.2021;10.11.2021;402.336,25;120.629,50;183.941,25;97.765,50
10.11.2021;11.11.2021;277.097,00;70.099,50;118.879,00;88.118,50
11.11.2021;12.11.2021;163.542,25;24.195,50;60.153,00;79.193,75
12.11.2021;13.11.2021;271.502,75;87.752,25;134.552,25;49.198,25
13.11.2021;14.11.2021;210.969,50;38.558,50;146.911,50;25.499,50
14.11.2021;15.11.2021;182.131,25;47.908,50;104.287,00;29.935,75
15.11.2021;16.11.2021;173.531,00;14.976,50;131.270,25;27.284,25
16.11.2021;17.11.2021;57.350,50;10.956,50;29.394,75;16.999,25
17.11.2021;18.11.2021;384.621,00;119.050,50;250.849,75;14.720,75
18.11.2021;19.11.2021;698.161,50;140.031,75;524.426,00;33.703,75
19.11.2021;20.11.2021;712.400,75;134.731,25;554.473,25;23.196,25
20.11.2021;21.11.2021;536.773,00;131.712,00;382.738,25;22.322,75
21.11.2021;22.11.2021;365.726,25;126.357,75;213.046,50;26.322,00
22.11.2021;23.11.2021;310.102,00;67.975,00;201.260,00;40.867,00
23.11.2021;24.11.2021;351.073,75;89.865,75;212.938,75;48.269,25
24.11.2021;25.11.2021;234.945,75;77.326,00;117.949,25;39.670,50
25.11.2021;26.11.2021;342.928,25;119.179,50;204.322,50;19.426,25
26.11.2021;27.11.2021;446.949,00;98.107,00;332.041,00;16.801,00
27.11.2021;28.11.2021;290.275,00;71.654,00;196.210,25;22.410,75
28.11.2021;29.11.2021;174.244,00;78.172,75;71.452,25;24.619,00
29.11.2021;30.11.2021;253.615,50;50.081,25;178.964,25;24.570,00
30.11.2021;01.12.2021;903.146,00;123.577,75;772.308,25;7.260,00
01.12.2021;02.12.2021;988.074,00;133.705,75;839.007,75;15.360,50
02.12.2021;03.12.2021;541.254,25;86.877,75;421.841,25;32.535,25
03.12.2021;04.12.2021;761.218,50;125.817,25;595.565,50;39.835,75
04.12.2021;05.12.2021;316.964,25;49.723,25;256.010,25;11.230,75
05.12.2021;06.12.2021;339.993,25;121.826,75;193.345,25;24.821,25
06.12.2021;07.12.2021;292.171,75;125.483,50;148.083,75;18.604,50
07.12.2021;08.12.2021;497.779,75;98.866,50;365.443,25;33.470,00
08.12.2021;09.12.2021;579.888,50;141.890,00;425.323,50;12.675,00
09.12.2021;10.12.2021;246.387,00;82.927,50;150.013,25;13.446,25
10.12.2021;11.12.2021;228.840,50;54.017,00;156.345,25;18.478,25
11.12.2021;12.12.2021;183.590,75;29.607,00;133.640,50;20.343,25
12.12.2021;13.12.2021;442.704,00;82.769,75;349.483,50;10.450,75
13.12.2021;14.12.2021;316.422,75;111.742,75;192.537,25;12.142,75
14.12.2021;15.12.2021;258.696,25;59.494,00;183.971,75;15.230,50
15.12.2021;16.12.2021;405.736,25;123.224,75;267.908,00;14.603,50
16.12.2021;17.12.2021;219.931,00;35.001,00;168.125,00;16.805,00
17.12.2021;18.12.2021;176.951,50;29.865,50;127.151,50;19.934,50
18.12.2021;19.12.2021;336.487,00;84.352,00;238.230,00;13.905,00
19.12.2021;20.12.2021;629.532,75;111.951,50;502.631,75;14.949,50
20.12.2021;21.12.2021;208.683,25;15.163,75;144.225,50;49.294,00
21.12.2021;22.12.2021;100.854,75;8.569,75;43.224,00;49.061,00
22.12.2021;23.12.2021;201.271,75;34.367,75;111.377,75;55.526,25
23.12.2021;24.12.2021;426.593,00;60.019,50;348.507,50;18.066,00
24.12.2021;25.12.2021;499.679,75;42.205,50;448.802,00;8.672,25
25.12.2021;26.12.2021;235.298,00;30.236,00;176.150,25;28.911,75
26.12.2021;27.12.2021;366.801,75;85.538,00;255.787,75;25.476,00
27.12.2021;28.12.2021;459.637,00;99.109,75;338.010,75;22.516,50
28.12.2021;29.12.2021;565.885,25;81.479,25;472.468,25;11.937,75
29.12.2021;30.12.2021;348.432,50;38.889,00;297.209,25;12.334,25
30.12.2021;31.12.2021;791.279,00;141.194,00;638.823,50;11.261,50
31.12.2021;01.01.2022;881.238,75;147.718,75;701.743,75;31.776,25
01.01.2022;02.01.2022;542.714,50;126.678,75;381.536,50;34.499,25
02.01.2022;03.01.2022;813.457,50;145.512,50;643.797,50;24.147,50
03.01.2022;04.01.2022;926.585,25;145.777,50;755.889,75;24.918,00
04.01.2022;05.01.2022;458.157,50;103.674,25;343.053,25;11.430,00
05.01.2022;06.01.2022;862.634,00;152.495,50;679.458,50;30.680,00
06.01.2022;07.01.2022;419.633,00;91.041,00;273.544,50;55.047,50
07.01.2022;08.01.2022;655.494,75;134.362,75;500.678,00;20.454,00
08.01.2022;09.01.2022;565.537,75;118.509,75;419.617,25;27.410,75
09.01.2022;10.01.2022;567.739,75;99.965,25;450.871,50;16.903,00
10.01.2022;11.01.2022;107.721,50;23.488,75;63.571,50;20.661,25
11.01.2022;12.01.2022;195.818,25;80.416,25;85.831,00;29.571,00
12.01.2022;13.01.2022;239.405,50;61.888,75;143.023,75;34.493,00
13.01.2022;14.01.2022;579.363,50;125.946,50;411.003,00;42.414,00
14.01.2022;15.01.2022;498.701,25;89.172,50;362.739,00;46.789,75
15.01.2022;16.01.2022;144.555,25;27.082,75;75.019,50;42.453,00
16.01.2022;17.01.2022;584.383,75;123.195,00;435.060,75;26.128,00
17.01.2022;18.01.2022;804.561,25;117.008,25;668.437,75;19.115,25
18.01.2022;19.01.2022;257.001,50;64.483,75;166.233,75;26.284,00
19.01.2022;20.01.2022;666.412,75;150.212,00;455.058,00;61.142,75
20.01.2022;21.01.2022;906.201,00;146.226,00;723.202,00;36.773,00
21.01.2022;22.01.2022;669.076,25;147.525,75;478.750,00;42.800,50
22.01.2022;23.01.2022;389.007,75;77.528,50;294.638,50;16.840,75
23.01.2022;24.01.2022;173.473,00;35.342,00;118.429,00;19.702,00
24.01.2022;25.01.2022;170.256,00;52.666,75;83.916,50;33.672,75
25.01.2022;26.01.2022;164.976,75;38.206,00;96.386,00;30.384,75
26.01.2022;27.01.2022;501.556,00;128.629,00;348.583,25;24.343,75
27.01.2022;28.01.2022;982.067,75;139.392,50;808.356,00;34.319,25
28.01.2022;29.01.2022;743.029,75;109.367,00;577.815,50;55.847,25
29.01.2022;30.01.2022;1.002.328,00;127.216,00;858.548,75;16.563,25
30.01.2022;31.01.2022;910.627,00;124.073,75;722.639,25;63.914,00
31.01.2022;01.02.2022;536.953,75;95.614,50;423.264,50;18.074,75
01.02.2022;02.02.2022;889.816,25;133.688,00;742.502,00;13.626,25
02.02.2022;03.02.2022;834.924,50;93.828,50;698.517,25;42.578,75
03.02.2022;04.02.2022;491.036,00;102.691,25;363.742,75;24.602,00
04.02.2022;05.02.2022;775.681,25;135.840,75;612.681,25;27.159,25
05.02.2022;06.02.2022;989.115,75;136.175,25;774.946,50;77.994,00
06.02.2022;07.02.2022;1.032.486,75;127.476,75;885.607,00;19.403,00
07.02.2022;08.02.2022;982.109,75;131.757,50;778.928,25;71.424,00
08.02.2022;09.02.2022;847.413,00;129.824,00;688.578,50;29.010,50
09.02.2022;10.02.2022;689.716,00;117.632,00;515.773,50;56.310,50
10.02.2022;11.02.2022;456.294,75;91.655,00;295.158,50;69.481,25
11.02.2022;12.02.2022;529.399,75;89.194,50;377.645,00;62.560,25
12.02.2022;13.02.2022;564.412,00;131.206,00;296.543,75;136.662,25
13.02.2022;14.02.2022;838.087,50;126.325,50;557.121,75;154.640,25
14.02.2022;15.02.2022;895.102,75;131.775,25;661.270,00;102.057,50
15.02.2022;16.02.2022;696.797,75;117.885,75;521.537,50;57.374,50
16.02.2022;17.02.2022;1.010.814,75;116.662,00;871.271,50;22.881,25
17.02.2022;18.02.2022;1.108.632,00;105.357,00;925.275,50;77.999,50
18.02.2022;19.02.2022;886.103,00;104.312,00;741.433,75;40.357,25
19.02.2022;20.02.2022;1.043.166,00;116.774,50;808.984,50;117.407,00
20.02.2022;21.02.2022;910.195,00;107.178,75;769.664,00;33.352,25
21.02.2022;22.02.2022;1.092.725,25;127.962,25;883.505,75;81.257,25
